,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance
13704,No,Air Miles,Postcard,Medium,2,No,Medium,1,1,2,No,1209.5
13705,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,3,Yes,1111.5
13706,No,Cash Back,Letter,Medium,1,No,Low,3,2,3,Yes,1161.25
13707,No,Points,Postcard,Medium,2,No,Medium,3,2,3,Yes,1045.75
13708,No,Cash Back,Letter,Medium,2,Yes,High,3,1,4,Yes,254.5
13709,No,Air Miles,Postcard,High,2,No,Low,2,1,4,Yes,924.75
13710,No,Air Miles,Postcard,High,2,No,Medium,2,1,3,Yes,1148.75
13711,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,1237.5
13712,No,Air Miles,Letter,High,2,No,High,1,1,4,Yes,890.75
13713,No,Cash Back,Postcard,Low,1,Yes,High,2,1,2,Yes,1316.25
13714,No,Points,Letter,Low,1,No,Low,2,1,5,Yes,1091.5
13715,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,4,No,1093.25
13716,No,Points,Letter,Medium,1,Yes,High,2,1,4,Yes,1787.25
13717,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,1248.25
13718,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,5,Yes,296.75
13719,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,No,781.5
13720,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,746.75
13721,No,Points,Postcard,Medium,1,No,High,2,2,6,Yes,916.5
13722,No,Air Miles,Letter,Medium,2,No,High,2,2,3,No,1104.5
13723,No,Cash Back,Letter,Medium,1,No,Low,1,1,1,No,1361.25
13724,No,Cash Back,Letter,Medium,1,Yes,High,2,1,5,Yes,318.25
13725,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,709.5
13726,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,182.0
13727,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,1177.5
13728,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,3,Yes,1046.5
13729,No,Cash Back,Postcard,Medium,2,No,High,3,1,2,Yes,1252.25
13730,No,Points,Postcard,Medium,1,Yes,High,3,1,6,No,1285.5
13731,No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,1370.75
13732,No,Air Miles,Letter,Low,1,No,Medium,3,2,1,No,1011.25
13733,No,Points,Letter,Low,1,No,High,2,1,4,Yes,918.5
13734,No,Cash Back,Letter,Medium,1,No,Low,3,1,3,Yes,827.75
13735,No,Points,Letter,High,2,No,High,2,1,4,No,1326.75
13736,No,Points,Letter,Low,1,No,Low,1,1,3,Yes,1196.0
13737,No,Cash Back,Letter,Medium,1,No,Medium,2,1,6,Yes,1112.5
13738,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,1430.25
13739,No,Points,Letter,Low,1,No,High,2,1,3,Yes,809.0
13740,No,Air Miles,Letter,Medium,1,No,Low,3,2,4,Yes,726.25
13741,No,Cash Back,Postcard,Medium,2,No,Medium,2,2,5,No,857.5
13742,No,Air Miles,Letter,Low,2,No,Low,3,1,1,Yes,1124.25
13743,No,Air Miles,Postcard,High,2,No,Medium,1,1,5,No,840.0
13744,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,1093.75
13745,No,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,940.75
13746,No,Cash Back,Letter,Medium,1,No,High,3,1,6,Yes,674.5
13747,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,No,1141.0
13748,No,Air Miles,Letter,Medium,3,No,Medium,2,1,3,Yes,832.0
13749,No,Points,Letter,High,2,No,Low,1,2,3,No,969.0
13750,No,Air Miles,Letter,Low,2,No,Low,2,2,5,Yes,152.75
13751,No,Air Miles,Postcard,Medium,1,No,Low,1,2,6,Yes,946.25
13752,No,Points,Postcard,High,1,Yes,High,2,1,4,No,1064.0
13753,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1090.25
13754,No,Cash Back,Postcard,High,1,Yes,High,1,1,3,Yes,1097.5
13755,No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,202.75
13756,No,Points,Postcard,High,1,No,High,1,1,2,No,949.5
13757,No,Air Miles,Postcard,Medium,1,No,Low,2,1,6,Yes,692.25
13758,No,Air Miles,Letter,High,2,No,Low,2,1,3,Yes,1230.75
13759,No,Cash Back,Letter,High,2,No,High,1,1,3,Yes,1083.25
13760,No,Points,Letter,Medium,1,No,High,1,1,3,Yes,1187.0
13761,No,Points,Letter,Medium,1,No,High,3,2,1,Yes,793.25
13762,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1409.5
13763,No,Cash Back,Letter,High,2,No,Low,1,1,2,Yes,843.25
13764,No,Air Miles,Postcard,Medium,1,No,High,2,2,3,Yes,1196.0
13765,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,4,Yes,1178.25
13766,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,195.75
13767,No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,310.75
13768,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,1226.25
13769,No,Air Miles,Postcard,High,1,No,Low,3,1,5,No,1424.75
13770,No,Points,Letter,High,1,No,High,1,1,4,Yes,1403.25
13771,No,Points,Postcard,High,1,No,Medium,2,2,3,Yes,1015.25
13772,No,Points,Letter,Medium,2,No,Medium,1,1,3,No,885.75
13773,No,Points,Letter,Medium,1,No,Low,1,2,4,No,1280.75
13774,No,Cash Back,Letter,Medium,2,No,High,2,1,4,No,264.0
13775,No,Cash Back,Letter,Low,2,No,Medium,1,1,3,Yes,1006.25
13776,No,Points,Letter,Low,1,No,Medium,3,2,2,Yes,1323.75
13777,No,Air Miles,Letter,High,2,No,High,2,1,2,No,921.25
13778,No,Air Miles,Letter,Medium,2,No,High,1,1,1,Yes,1776.0
13779,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,766.75
13780,No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,1098.0
13781,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,996.5
13782,No,Points,Postcard,High,1,No,Medium,2,1,1,Yes,1013.25
13783,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1017.75
13784,No,Points,Postcard,Medium,1,Yes,Low,2,1,2,Yes,123.75
13785,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,1342.25
13786,No,Air Miles,Letter,Low,1,No,High,2,2,2,No,237.0
13787,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,192.0
13788,No,Air Miles,Postcard,High,1,No,Low,1,2,4,Yes,1441.75
13789,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,951.0
13790,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,5,No,1269.75
13791,No,Cash Back,Postcard,High,1,No,Low,3,1,4,Yes,1058.0
13792,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,1044.5
13793,No,Cash Back,Letter,Medium,1,No,Medium,1,1,1,Yes,2437.5
13794,No,Air Miles,Postcard,High,2,No,High,3,2,4,Yes,1069.5
13795,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,984.5
13796,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,No,655.5
13797,No,Points,Postcard,Medium,1,No,High,1,2,5,No,1150.75
13798,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1287.0
13799,No,Cash Back,Letter,High,1,Yes,High,3,1,4,Yes,940.5
13800,No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,980.25
13801,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1348.5
13802,No,Points,Letter,Medium,1,No,High,2,2,4,No,1074.5
13803,No,Cash Back,Letter,High,2,No,Medium,2,1,4,Yes,772.5
13804,No,Air Miles,Letter,Medium,2,No,High,3,1,4,Yes,1134.0
13805,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1207.0
13806,No,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,1058.5
13807,No,Cash Back,Postcard,Low,2,No,Medium,1,2,4,Yes,174.5
13808,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,785.0
13809,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,1061.5
13810,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1028.0
13811,No,Points,Postcard,High,1,No,High,3,1,2,No,1239.0
13812,No,Air Miles,Letter,Medium,1,No,High,2,2,2,Yes,833.75
13813,No,Air Miles,Postcard,Medium,2,No,High,1,2,3,No,187.25
13814,No,Points,Postcard,Low,1,No,Medium,1,1,5,No,1182.5
13815,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,118.0
13816,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,1549.5
13817,No,Air Miles,Postcard,High,2,No,High,1,1,1,No,807.5
13818,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,1352.0
13819,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,288.5
13820,No,Air Miles,Letter,Low,1,No,Low,3,2,2,No,305.0
13821,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1885.75
13822,No,Points,Letter,High,2,No,High,1,2,4,No,702.5
13823,No,Air Miles,Letter,Medium,1,Yes,Low,2,1,4,Yes,926.5
13824,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,786.75
13825,No,Air Miles,Postcard,High,1,Yes,High,1,1,4,Yes,1255.75
13826,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,222.75
13827,No,Cash Back,Postcard,Medium,2,No,Low,2,1,3,Yes,1162.25
13828,No,Air Miles,Postcard,Medium,1,No,Low,1,1,5,No,776.5
13829,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1012.0
13830,No,Points,Letter,Medium,1,No,Medium,3,2,4,Yes,132.0
13831,No,Points,Postcard,Low,2,No,High,1,1,3,Yes,1331.75
13832,No,Points,Postcard,Medium,1,No,Medium,2,2,5,No,1257.5
13833,No,Cash Back,Postcard,Medium,1,Yes,Low,1,2,4,No,1387.0
13834,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1129.25
13835,No,Air Miles,Postcard,High,1,No,Medium,2,2,3,No,1303.0
13836,No,Points,Letter,High,1,Yes,High,1,2,2,No,971.5
13837,No,Cash Back,Letter,Medium,2,No,High,1,1,4,No,239.0
13838,No,Air Miles,Letter,Medium,1,No,Low,1,2,5,No,1050.25
13839,No,Cash Back,Postcard,High,1,Yes,High,1,2,3,No,933.25
13840,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1162.75
13841,No,Cash Back,Letter,Low,1,No,Low,2,1,2,Yes,1098.5
13842,No,Points,Postcard,Medium,1,No,Low,1,1,6,No,341.75
13843,No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,265.25
13844,No,Air Miles,Letter,Low,2,No,High,1,1,3,Yes,307.25
13845,No,Cash Back,Letter,High,1,No,Low,1,1,4,No,843.25
13846,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1073.0
13847,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,712.0
13848,No,Points,Letter,Low,1,No,Medium,1,1,4,No,1222.25
13849,No,Points,Postcard,Low,1,No,Medium,1,1,2,No,800.5
13850,No,Points,Letter,High,1,No,Medium,3,2,5,Yes,1513.0
13851,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1034.25
13852,No,Cash Back,Letter,High,1,No,Low,2,2,4,No,1284.25
13853,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1049.5
13854,No,Air Miles,Letter,Medium,2,No,Low,2,1,4,No,880.0
13855,No,Cash Back,Letter,Medium,1,No,Medium,1,2,4,No,1229.25
13856,No,Air Miles,Letter,Low,1,No,High,3,2,5,No,697.25
13857,No,Air Miles,Postcard,Low,1,No,High,1,2,3,No,1086.25
13858,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,987.5
13859,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,Yes,960.5
13860,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1111.75
13861,No,Cash Back,Postcard,Medium,2,Yes,Low,2,1,3,Yes,231.75
13862,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,1185.0
13863,No,Cash Back,Letter,Medium,1,No,Medium,1,1,2,Yes,1155.25
13864,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,635.5
13865,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,939.25
13866,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,727.5
13867,No,Points,Letter,High,1,No,Medium,1,1,4,No,1108.25
13868,No,Points,Letter,Low,1,No,Low,3,1,4,No,1263.5
13869,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1007.75
13870,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,1845.75
13871,No,Points,Letter,High,1,No,High,2,1,4,No,1140.0
13872,No,Cash Back,Letter,Medium,1,No,High,2,2,5,No,1209.75
13873,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,4,Yes,671.5
13874,No,Cash Back,Letter,High,1,No,Medium,2,1,4,No,1169.25
13875,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,274.0
13876,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,658.75
13877,No,Cash Back,Postcard,Medium,3,No,Medium,2,1,4,No,1012.25
13878,No,Cash Back,Letter,High,1,No,High,1,1,4,No,691.5
13879,No,Points,Letter,High,1,Yes,Medium,2,1,3,No,789.0
13880,No,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1061.0
13881,No,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,108.75
13882,No,Points,Letter,Medium,1,No,Low,2,1,3,No,1027.25
13883,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,978.25
13884,No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,1160.25
13885,No,Points,Letter,Low,1,No,Medium,2,2,4,Yes,899.25
13886,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,992.25
13887,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,No,930.0
13888,No,Points,Letter,High,1,No,Medium,1,1,3,No,995.75
13889,No,Points,Letter,Medium,2,Yes,Low,2,1,4,No,1024.25
13890,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,No,879.5
13891,No,Air Miles,Postcard,Low,1,No,High,1,2,5,Yes,1374.5
13892,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1131.25
13893,No,Air Miles,Letter,Low,1,Yes,Medium,3,2,2,No,860.25
13894,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,862.25
13895,No,Air Miles,Letter,Low,1,No,High,1,1,1,No,1534.0
13896,No,Points,Postcard,Medium,1,No,High,3,3,4,No,1012.25
13897,No,Air Miles,Letter,High,1,No,High,1,1,2,No,1277.25
13898,No,Cash Back,Letter,High,1,No,Low,2,1,3,Yes,1153.5
13899,No,Air Miles,Postcard,High,1,No,Low,2,2,4,No,812.5
13900,No,Points,Letter,Medium,1,No,Low,1,2,3,No,900.25
13901,No,Cash Back,Letter,Medium,1,No,Low,1,2,4,Yes,1150.75
13902,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1191.25
13903,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1219.5
13904,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,998.75
13905,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1000.75
13906,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,1219.0
13907,No,Points,Postcard,Medium,2,Yes,High,2,2,4,Yes,308.75
13908,No,Cash Back,Letter,Medium,2,No,High,2,2,6,No,1224.25
13909,No,Air Miles,Letter,Low,1,No,High,2,1,4,No,1252.25
13910,No,Points,Letter,Low,1,Yes,Medium,3,1,3,Yes,209.75
13911,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1204.0
13912,No,Air Miles,Postcard,Medium,1,Yes,Low,3,2,5,Yes,1168.5
13913,No,Points,Letter,Medium,1,No,High,2,1,4,No,1051.25
13914,No,Points,Postcard,Medium,1,No,High,1,1,3,No,671.5
13915,No,Points,Letter,High,1,No,Medium,1,2,2,No,1202.75
13916,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,No,983.5
13917,No,Air Miles,Letter,Low,2,No,High,2,2,2,Yes,999.75
13918,No,Air Miles,Letter,High,1,No,High,1,2,3,Yes,1199.5
13919,No,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,Yes,1113.25
13920,No,Air Miles,Letter,Medium,1,No,High,2,1,5,Yes,643.75
13921,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,838.75
13922,No,Air Miles,Postcard,High,2,Yes,Low,1,1,5,No,1087.5
13923,No,Air Miles,Letter,Low,1,Yes,High,3,1,5,Yes,758.25
13924,No,Air Miles,Letter,High,1,No,High,3,1,3,Yes,1044.0
13925,No,Air Miles,Letter,Low,1,No,High,1,1,2,Yes,1139.25
13926,No,Points,Postcard,Medium,1,Yes,Medium,2,2,5,No,932.0
13927,No,Points,Postcard,High,2,No,High,1,1,5,Yes,1209.5
13928,No,Cash Back,Letter,Low,1,No,High,1,1,3,No,1381.25
13929,No,Points,Letter,Medium,1,No,Low,2,2,3,Yes,198.5
13930,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,Yes,1070.5
13931,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1231.25
13932,No,Cash Back,Postcard,High,1,No,Medium,3,2,4,Yes,666.25
13933,No,Points,Postcard,Low,1,Yes,Low,2,1,3,No,1356.0
13934,No,Cash Back,Letter,Low,1,Yes,Medium,3,1,5,Yes,1354.75
13935,No,Cash Back,Letter,High,1,No,Medium,1,1,2,Yes,939.0
13936,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,358.75
13937,No,Cash Back,Postcard,High,1,Yes,High,1,1,3,Yes,1102.5
13938,No,Cash Back,Postcard,High,1,No,Low,1,2,5,No,254.5
13939,No,Points,Letter,Medium,1,Yes,High,2,1,5,Yes,1083.0
13940,No,Points,Letter,High,2,No,High,2,2,4,Yes,295.5
13941,No,Cash Back,Letter,High,1,No,High,2,2,5,No,729.75
13942,No,Air Miles,Letter,High,1,No,High,1,1,3,Yes,911.75
13943,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,No,817.25
13944,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,988.0
13945,No,Points,Letter,Medium,2,No,High,3,1,4,No,1388.5
13946,No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,1056.5
13947,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,No,845.25
13948,No,Cash Back,Postcard,High,2,No,Medium,3,2,4,Yes,1197.0
13949,No,Cash Back,Letter,Medium,2,No,High,2,2,1,No,1037.75
13950,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,1074.5
13951,No,Points,Postcard,Medium,2,No,Low,2,1,2,No,1396.5
13952,No,Cash Back,Letter,Medium,2,No,Low,3,1,3,No,1029.25
13953,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,1340.0
13954,No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1195.0
13955,No,Air Miles,Letter,Medium,2,No,Low,3,1,3,Yes,251.5
13956,No,Air Miles,Letter,Low,2,No,High,1,1,4,Yes,599.5
13957,No,Air Miles,Postcard,Low,2,No,Low,1,1,5,Yes,1283.0
13958,No,Points,Letter,High,2,No,Medium,2,1,4,Yes,871.5
13959,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,662.75
13960,No,Air Miles,Postcard,High,2,No,High,2,2,3,No,763.5
13961,No,Points,Postcard,Low,1,No,Low,3,2,3,No,1429.25
13962,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,982.5
13963,No,Air Miles,Letter,Low,1,Yes,Low,3,1,4,Yes,311.0
13964,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,241.0
13965,No,Air Miles,Postcard,Low,1,No,High,2,2,4,Yes,232.5
13966,No,Air Miles,Letter,High,1,No,High,3,1,3,No,812.0
13967,No,Points,Postcard,High,2,No,High,2,1,4,Yes,415.25
13968,No,Cash Back,Postcard,High,1,Yes,Low,1,1,4,Yes,895.25
13969,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,162.25
13970,No,Points,Letter,High,2,Yes,High,2,1,3,Yes,703.0
13971,No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,Yes,1080.5
13972,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,905.75
13973,No,Cash Back,Postcard,Low,1,No,Low,1,1,5,Yes,943.75
13974,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1161.75
13975,No,Air Miles,Letter,Medium,1,No,High,2,1,2,No,962.5
13976,No,Air Miles,Letter,Medium,1,No,High,2,1,5,Yes,924.75
13977,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,986.25
13978,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,4,Yes,374.75
13979,No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,1100.0
13980,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,No,777.5
13981,No,Cash Back,Letter,Low,1,No,Medium,1,2,3,Yes,1039.0
13982,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,1153.75
13983,No,Cash Back,Postcard,Medium,1,No,High,1,2,6,Yes,1268.25
13984,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,2,3,Yes,1750.0
13985,No,Cash Back,Postcard,Low,1,No,Medium,1,1,3,Yes,990.0
13986,No,Points,Letter,Low,1,No,Low,1,1,2,Yes,1105.0
13987,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,1149.25
13988,No,Points,Postcard,High,1,No,Medium,2,1,3,No,1067.5
13989,No,Points,Postcard,High,1,No,High,2,1,3,Yes,1114.75
13990,No,Points,Postcard,Low,1,No,Medium,2,1,4,No,201.0
13991,No,Cash Back,Letter,Medium,1,No,High,2,2,4,No,1033.75
13992,No,Air Miles,Postcard,Medium,2,No,Low,2,1,2,Yes,1064.5
13993,No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,1146.25
13994,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,650.75
13995,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,No,293.25
13996,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1143.0
13997,No,Points,Letter,Low,1,No,Low,2,2,4,No,1068.5
13998,No,Points,Letter,Low,1,No,Low,1,1,5,Yes,1180.25
13999,No,Cash Back,Letter,Medium,2,No,High,2,1,2,Yes,1332.75
14000,No,Air Miles,Letter,Low,2,No,High,2,1,4,Yes,1224.5
14001,No,Cash Back,Letter,High,2,No,Low,1,1,3,Yes,277.25
14002,No,Air Miles,Letter,Low,1,No,Medium,3,1,4,Yes,437.5
14003,No,Points,Letter,Low,1,No,Low,3,1,3,No,642.25
14004,No,Air Miles,Letter,High,1,No,Medium,1,2,4,No,1040.0
14005,No,Points,Postcard,High,1,No,Low,1,1,4,No,310.5
14006,No,Air Miles,Letter,Medium,1,No,High,1,1,3,No,1215.25
14007,No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,1206.75
14008,No,Points,Postcard,Low,1,No,Low,1,1,3,Yes,1038.0
14009,No,Air Miles,Letter,Low,1,No,High,1,1,4,No,718.0
14010,No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,1238.75
14011,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1162.75
14012,No,Cash Back,Letter,High,1,No,Medium,1,2,4,Yes,1094.0
14013,No,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,177.75
14014,No,Points,Letter,High,1,No,High,2,1,2,Yes,1073.5
14015,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,No,220.5
14016,No,Air Miles,Letter,High,1,No,Medium,1,1,4,Yes,1119.75
14017,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,1248.75
14018,No,Air Miles,Letter,High,1,No,Low,1,2,5,Yes,1109.0
14019,No,Cash Back,Postcard,High,1,Yes,Medium,3,1,4,No,1240.25
14020,No,Points,Letter,Low,2,No,High,2,2,5,No,1058.75
14021,No,Points,Letter,Medium,2,No,High,1,1,4,No,1258.0
14022,No,Cash Back,Postcard,Medium,1,No,Low,2,2,6,Yes,935.25
14023,No,Points,Postcard,Medium,1,No,Medium,2,2,5,Yes,276.5
14024,No,Points,Letter,Medium,1,No,Medium,2,2,5,No,1108.0
14025,No,Points,Letter,Low,1,No,Low,3,1,3,Yes,1094.25
14026,No,Points,Letter,High,1,No,High,2,2,4,Yes,1053.75
14027,No,Air Miles,Letter,High,1,No,High,1,1,3,No,1808.75
14028,No,Cash Back,Postcard,High,2,No,Medium,2,1,4,Yes,195.5
14029,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,964.25
14030,No,Points,Letter,Low,1,No,High,2,1,4,Yes,1099.5
14031,No,Air Miles,Letter,Low,1,No,High,1,1,6,Yes,918.75
14032,No,Points,Letter,High,1,No,High,1,1,3,Yes,1006.25
14033,No,Points,Letter,Low,1,No,High,3,1,3,Yes,995.25
14034,No,Air Miles,Letter,Low,1,No,Low,1,1,4,Yes,1003.5
14035,No,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,1250.0
14036,No,Cash Back,Postcard,High,1,No,Low,2,1,3,No,1008.0
14037,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,272.5
14038,No,Cash Back,Letter,Medium,2,No,Medium,2,1,2,No,1218.75
14039,No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1052.5
14040,No,Air Miles,Postcard,Low,1,No,Low,1,2,2,No,1011.0
14041,No,Cash Back,Postcard,Low,1,No,Low,2,2,6,Yes,796.75
14042,No,Cash Back,Letter,Low,2,No,High,2,1,3,No,1086.25
14043,No,Air Miles,Letter,Medium,1,No,Low,2,2,4,No,1106.25
14044,No,Cash Back,Letter,Low,1,No,Low,3,1,5,Yes,1422.5
14045,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,749.0
14046,No,Cash Back,Letter,High,1,No,High,2,1,2,No,649.0
14047,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,5,Yes,1107.5
14048,No,Points,Letter,High,2,No,Medium,1,1,3,Yes,1414.5
14049,No,Air Miles,Letter,Low,1,No,High,2,2,3,Yes,1550.25
14050,No,Points,Letter,Low,1,No,High,2,1,4,Yes,1000.75
14051,No,Cash Back,Letter,High,1,No,Medium,2,1,2,Yes,790.25
14052,No,Air Miles,Postcard,Medium,1,No,High,3,1,5,No,1163.75
14053,No,Air Miles,Letter,Medium,2,No,Low,1,2,2,No,164.0
14054,No,Points,Letter,Low,2,No,High,2,1,4,Yes,844.0
14055,No,Air Miles,Postcard,High,1,Yes,Low,2,1,3,Yes,1292.5
14056,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,754.25
14057,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,Yes,1231.0
14058,No,Cash Back,Letter,Medium,2,No,Medium,1,2,2,No,868.5
14059,No,Points,Postcard,Medium,1,Yes,Low,1,1,3,No,189.75
14060,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,892.75
14061,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1422.25
14062,No,Air Miles,Postcard,High,1,No,High,2,2,1,Yes,140.5
