,Offer Accepted,Reward,Mailer Type,Income Level,Credit Rating,# Credit Cards Held,Household Size
12427,No,Cash Back,Postcard,Low,Low,3,4
12428,No,Points,Postcard,Medium,Medium,1,4
12429,No,Cash Back,Postcard,High,High,3,2
12430,No,Cash Back,Postcard,Low,Medium,1,4
12431,No,Cash Back,Postcard,Low,Medium,2,4
12432,No,Points,Letter,High,Medium,2,5
12433,No,Air Miles,Letter,High,Medium,1,3
12434,No,Air Miles,Letter,High,High,3,3
12435,No,Points,Postcard,High,Medium,1,5
12436,No,Cash Back,Postcard,High,Medium,2,4
12437,No,Points,Postcard,Medium,High,3,2
12438,No,Air Miles,Letter,Low,Medium,1,4
12439,No,Cash Back,Postcard,High,Low,2,4
12440,No,Cash Back,Letter,Medium,Medium,1,4
12441,No,Points,Postcard,Medium,Medium,1,4
12442,No,Points,Postcard,High,High,2,3
12443,No,Cash Back,Postcard,Medium,High,3,4
12444,No,Cash Back,Letter,Low,High,1,3
12445,No,Cash Back,Postcard,High,Medium,1,4
12446,No,Air Miles,Postcard,Low,High,1,3
12447,No,Cash Back,Letter,Medium,High,3,5
12448,No,Cash Back,Letter,Low,High,2,5
12449,No,Cash Back,Postcard,Medium,High,2,4
12450,No,Air Miles,Letter,Low,Low,1,2
12451,No,Cash Back,Letter,Medium,High,1,3
12452,No,Points,Postcard,Medium,Medium,2,2
12453,No,Cash Back,Postcard,Medium,High,1,4
12454,No,Cash Back,Postcard,High,High,1,3
12455,No,Points,Letter,Medium,High,2,4
12456,No,Points,Postcard,High,Medium,2,3
12457,No,Points,Letter,Medium,Low,2,3
12458,No,Cash Back,Postcard,Medium,Medium,2,2
12459,No,Points,Letter,High,Low,2,4
12460,No,Cash Back,Postcard,High,Medium,1,3
12461,No,Cash Back,Postcard,Low,Medium,2,2
12462,No,Air Miles,Letter,Medium,High,2,3
12463,No,Points,Letter,Medium,Low,1,4
12464,No,Points,Letter,Medium,Low,2,4
12465,No,Air Miles,Postcard,Low,Low,3,4
12466,No,Cash Back,Letter,Medium,Medium,1,5
12467,No,Air Miles,Postcard,Medium,High,1,3
12468,No,Cash Back,Postcard,Medium,High,3,5
12469,No,Air Miles,Letter,High,Medium,2,5
12470,No,Cash Back,Letter,Medium,High,1,4
12471,No,Cash Back,Postcard,Medium,Low,2,5
12472,No,Air Miles,Postcard,Low,Low,3,5
12473,No,Cash Back,Postcard,Medium,Medium,2,5
12474,No,Cash Back,Letter,Medium,Low,2,5
12475,No,Air Miles,Letter,Low,Medium,2,4
12476,No,Points,Letter,Medium,Low,2,5
12477,No,Points,Postcard,High,High,2,3
12478,No,Cash Back,Postcard,Medium,Low,3,4
12479,No,Cash Back,Letter,Low,Medium,1,6
12480,No,Cash Back,Postcard,High,Low,1,4
12481,No,Air Miles,Postcard,Medium,High,2,3
12482,No,Points,Letter,High,High,3,4
12483,No,Air Miles,Letter,Medium,Low,2,3
12484,No,Points,Letter,Medium,Low,3,5
12485,No,Points,Letter,Medium,Low,1,5
12486,No,Air Miles,Postcard,Medium,Medium,1,3
12487,No,Points,Postcard,Medium,High,1,4
12488,No,Points,Letter,Low,High,2,3
12489,No,Cash Back,Postcard,Low,Medium,2,3
12490,No,Cash Back,Postcard,Medium,Low,3,4
12491,No,Points,Postcard,High,High,1,3
12492,No,Cash Back,Postcard,Medium,Medium,3,4
12493,No,Points,Letter,Low,Low,1,4
12494,No,Cash Back,Letter,Medium,Medium,3,3
12495,No,Air Miles,Letter,Low,High,3,4
12496,No,Points,Postcard,Medium,High,1,4
12497,No,Air Miles,Letter,Low,Low,1,3
12498,No,Air Miles,Letter,Medium,Low,2,5
12499,No,Cash Back,Postcard,High,Low,2,3
12500,No,Cash Back,Postcard,Medium,Low,2,2
12501,No,Points,Letter,High,Low,1,5
12502,No,Air Miles,Letter,Medium,Low,2,4
12503,No,Points,Postcard,Low,Low,2,2
12504,No,Air Miles,Postcard,Low,High,2,3
12505,No,Air Miles,Postcard,Low,Low,3,2
12506,No,Points,Letter,Medium,High,3,4
12507,No,Air Miles,Postcard,Medium,Low,3,3
12508,No,Cash Back,Postcard,Medium,Medium,1,4
12509,No,Cash Back,Postcard,High,Low,3,4
12510,No,Cash Back,Letter,Low,High,1,2
12511,No,Cash Back,Letter,Medium,Low,1,4
12512,No,Air Miles,Letter,High,Low,2,5
12513,No,Points,Letter,Low,High,1,2
12514,No,Air Miles,Postcard,Medium,High,2,4
12515,No,Points,Letter,Medium,Low,1,4
12516,No,Points,Letter,Medium,Medium,2,5
12517,No,Air Miles,Postcard,Medium,Low,2,5
12518,No,Air Miles,Postcard,Medium,Medium,1,4
12519,No,Points,Letter,Medium,Low,3,3
12520,No,Air Miles,Postcard,Medium,Low,3,2
12521,No,Points,Letter,Low,High,1,2
12522,No,Cash Back,Postcard,Low,High,1,3
12523,No,Cash Back,Postcard,Low,Medium,3,5
12524,No,Cash Back,Letter,Medium,High,1,4
12525,No,Air Miles,Letter,High,High,1,3
12526,No,Air Miles,Letter,Low,High,2,2
12527,No,Cash Back,Letter,High,Medium,2,5
12528,No,Air Miles,Postcard,Medium,High,1,5
12529,No,Points,Letter,Medium,Medium,3,5
12530,No,Cash Back,Postcard,Medium,Medium,1,3
12531,No,Cash Back,Letter,High,Medium,3,3
12532,No,Points,Letter,Medium,Medium,1,3
12533,No,Points,Letter,Medium,Medium,2,4
12534,No,Cash Back,Letter,Medium,Medium,1,2
12535,No,Points,Postcard,Medium,Low,2,2
12536,No,Cash Back,Letter,Low,Medium,3,4
12537,No,Cash Back,Postcard,Medium,High,1,4
12538,No,Cash Back,Letter,Medium,Low,1,3
12539,No,Cash Back,Letter,Low,High,2,4
12540,No,Cash Back,Postcard,Medium,High,1,2
12541,No,Air Miles,Letter,Medium,Medium,1,4
12542,No,Points,Letter,Low,Low,2,4
12543,No,Cash Back,Letter,High,High,2,3
12544,No,Air Miles,Postcard,High,Medium,3,3
12545,No,Air Miles,Postcard,Low,Low,3,4
12546,No,Air Miles,Letter,Medium,Low,2,3
12547,No,Air Miles,Letter,High,Low,3,3
12548,No,Cash Back,Letter,Low,Medium,2,5
12549,No,Cash Back,Postcard,High,Medium,1,3
12550,No,Cash Back,Letter,High,Medium,2,4
12551,No,Air Miles,Postcard,Medium,High,3,3
12552,No,Points,Postcard,Low,Low,3,5
12553,No,Air Miles,Postcard,Medium,Low,1,3
12554,No,Cash Back,Postcard,Medium,Medium,1,4
12555,No,Points,Letter,High,Medium,1,3
12556,No,Air Miles,Letter,Medium,Medium,3,2
12557,No,Air Miles,Postcard,Medium,Low,3,2
12558,No,Air Miles,Postcard,High,High,3,5
12559,No,Cash Back,Letter,Medium,Medium,3,3
12560,No,Cash Back,Letter,Medium,Medium,1,2
12561,No,Air Miles,Letter,High,High,3,4
12562,No,Cash Back,Letter,Low,High,2,2
12563,No,Air Miles,Letter,Medium,High,2,4
12564,No,Cash Back,Letter,High,Medium,3,3
12565,No,Cash Back,Letter,Low,Low,2,3
12566,No,Points,Postcard,High,Low,3,3
12567,No,Air Miles,Letter,Low,High,1,3
12568,No,Cash Back,Letter,High,Low,1,5
12569,No,Points,Postcard,Low,High,2,1
12570,No,Points,Letter,Low,Medium,1,4
12571,No,Air Miles,Postcard,Low,Medium,1,3
12572,No,Points,Postcard,Low,Low,2,3
12573,No,Cash Back,Letter,Medium,High,3,5
12574,No,Air Miles,Postcard,High,Medium,3,4
12575,No,Points,Postcard,High,Medium,1,5
12576,No,Cash Back,Postcard,High,Low,2,5
12577,No,Air Miles,Postcard,High,Low,2,3
12578,No,Cash Back,Postcard,High,Low,2,2
12579,No,Points,Letter,Medium,High,2,4
12580,No,Points,Letter,Medium,High,3,4
12581,No,Cash Back,Letter,Medium,Medium,1,3
12582,No,Cash Back,Postcard,Medium,Medium,1,1
12583,No,Cash Back,Postcard,High,Medium,3,3
12584,No,Points,Letter,Medium,High,1,3
12585,No,Cash Back,Postcard,High,Medium,1,4
12586,No,Air Miles,Postcard,Medium,Medium,2,2
12587,No,Points,Postcard,High,Medium,2,2
12588,No,Cash Back,Postcard,Low,Medium,3,3
12589,No,Air Miles,Letter,Medium,Medium,2,5
12590,No,Cash Back,Postcard,Medium,Medium,1,1
12591,No,Points,Letter,High,Medium,2,5
12592,No,Points,Postcard,Low,High,2,2
12593,No,Points,Postcard,Low,Low,1,4
12594,No,Air Miles,Letter,Medium,High,2,4
12595,No,Points,Letter,Medium,High,3,4
12596,No,Air Miles,Postcard,High,Medium,2,5
12597,No,Cash Back,Postcard,Medium,Medium,2,4
12598,No,Points,Postcard,High,High,1,6
12599,No,Cash Back,Letter,Medium,Low,3,4
12600,No,Cash Back,Letter,Low,Medium,2,5
12601,No,Points,Letter,Low,Medium,1,4
12602,No,Points,Postcard,High,Low,1,4
12603,No,Points,Letter,Medium,Medium,1,1
12604,No,Cash Back,Postcard,Medium,High,2,2
12605,No,Air Miles,Letter,Low,Medium,1,3
12606,No,Cash Back,Letter,Low,Medium,1,3
12607,No,Cash Back,Postcard,Medium,Medium,1,4
12608,No,Points,Letter,Medium,Medium,1,3
12609,No,Points,Postcard,Medium,High,2,4
12610,No,Points,Postcard,Medium,Medium,2,3
12611,No,Cash Back,Postcard,Low,High,2,5
12612,No,Cash Back,Letter,Medium,Medium,2,1
12613,No,Cash Back,Letter,Medium,Low,1,3
12614,No,Cash Back,Postcard,Low,Medium,1,4
12615,No,Cash Back,Postcard,Low,Medium,1,4
12616,No,Air Miles,Postcard,High,Medium,1,3
12617,No,Cash Back,Letter,Low,High,1,3
12618,No,Cash Back,Postcard,Medium,Medium,2,3
12619,No,Points,Letter,Low,Medium,1,4
12620,No,Points,Postcard,High,Low,1,3
12621,No,Air Miles,Letter,Medium,Low,3,3
12622,No,Cash Back,Postcard,Low,Low,2,6
12623,No,Air Miles,Postcard,Medium,Low,3,3
12624,No,Cash Back,Letter,Medium,High,1,3
12625,No,Air Miles,Postcard,High,Low,1,4
12626,No,Air Miles,Letter,Medium,High,2,6
12627,No,Cash Back,Letter,Medium,High,2,3
12628,No,Air Miles,Letter,Low,Low,2,4
12629,No,Cash Back,Letter,Medium,High,2,3
12630,No,Points,Letter,High,Medium,2,3
12631,No,Air Miles,Postcard,Low,High,1,4
12632,No,Cash Back,Letter,Medium,Medium,2,3
12633,No,Cash Back,Postcard,Medium,Medium,3,4
12634,No,Points,Postcard,Low,Low,1,4
12635,No,Air Miles,Postcard,High,High,3,2
12636,No,Cash Back,Letter,High,Low,1,4
12637,No,Points,Letter,Medium,High,2,3
12638,No,Points,Postcard,Medium,Low,2,3
12639,No,Cash Back,Letter,Medium,High,2,2
12640,No,Cash Back,Letter,Low,Low,2,4
12641,No,Points,Postcard,High,Low,3,5
12642,No,Air Miles,Letter,Medium,Low,2,4
12643,No,Points,Postcard,Medium,High,2,3
12644,No,Points,Postcard,Medium,Low,1,3
12645,No,Cash Back,Postcard,High,Medium,2,3
12646,No,Cash Back,Postcard,Low,High,3,3
12647,No,Cash Back,Letter,High,High,1,4
12648,No,Air Miles,Postcard,High,Medium,2,1
12649,No,Air Miles,Postcard,Low,Medium,2,2
12650,No,Air Miles,Postcard,Low,Low,3,2
12651,No,Points,Letter,High,High,3,3
12652,No,Cash Back,Postcard,High,High,1,4
12653,No,Air Miles,Postcard,High,High,1,4
12654,No,Cash Back,Letter,Medium,High,2,3
12655,No,Points,Postcard,High,Low,2,6
12656,No,Air Miles,Postcard,Low,Low,2,4
12657,No,Air Miles,Postcard,Medium,Low,3,4
12658,No,Air Miles,Letter,High,High,1,4
12659,No,Air Miles,Letter,Medium,Medium,3,3
12660,No,Cash Back,Letter,Medium,Medium,1,2
12661,No,Cash Back,Postcard,Low,Medium,2,4
12662,No,Points,Letter,High,Low,2,3
12663,No,Air Miles,Letter,Low,High,2,3
12664,No,Air Miles,Postcard,Medium,High,1,3
12665,No,Cash Back,Postcard,Low,Low,2,2
12666,No,Cash Back,Postcard,High,High,1,4
12667,No,Air Miles,Letter,Medium,High,2,2
12668,No,Cash Back,Postcard,Medium,Medium,1,4
12669,No,Air Miles,Postcard,Medium,High,2,1
12670,No,Air Miles,Postcard,Low,High,1,3
12671,No,Air Miles,Postcard,Medium,Medium,2,2
12672,No,Points,Postcard,High,Medium,2,3
12673,No,Air Miles,Letter,Low,Low,3,3
12674,No,Air Miles,Letter,Medium,High,1,2
12675,No,Air Miles,Letter,Low,High,1,4
12676,No,Cash Back,Letter,High,Medium,1,5
12677,No,Points,Letter,Medium,Low,3,3
12678,No,Air Miles,Letter,Medium,Medium,1,5
12679,No,Cash Back,Postcard,Medium,Medium,2,3
12680,No,Air Miles,Letter,Low,Medium,3,2
12681,No,Air Miles,Letter,Medium,Low,1,5
12682,No,Points,Postcard,Low,Medium,2,3
12683,No,Air Miles,Letter,Medium,Low,1,4
12684,No,Cash Back,Postcard,Low,Medium,1,3
12685,No,Points,Letter,Medium,High,3,3
12686,No,Air Miles,Letter,Low,High,2,3
12687,No,Points,Postcard,Medium,Medium,1,4
12688,No,Cash Back,Postcard,Medium,High,1,4
12689,No,Air Miles,Postcard,Medium,Medium,2,3
12690,No,Cash Back,Letter,Low,Low,1,4
12691,No,Air Miles,Postcard,High,Medium,2,3
12692,No,Cash Back,Postcard,High,High,1,5
12693,No,Air Miles,Postcard,Medium,High,2,3
12694,No,Air Miles,Letter,High,High,2,3
12695,No,Air Miles,Postcard,Low,Low,2,4
12696,No,Points,Letter,Medium,High,2,3
12697,No,Points,Letter,Medium,Low,2,3
12698,No,Cash Back,Postcard,Medium,Medium,1,3
12699,No,Points,Postcard,High,Medium,2,3
12700,No,Points,Letter,High,Medium,2,4
12701,No,Air Miles,Postcard,High,Low,1,2
12702,No,Cash Back,Letter,High,Medium,2,4
12703,No,Cash Back,Letter,Low,Medium,1,4
12704,No,Cash Back,Letter,Medium,Low,2,4
12705,No,Points,Letter,Low,Low,2,4
12706,No,Points,Postcard,Medium,High,2,4
12707,No,Points,Postcard,Medium,High,2,4
12708,No,Points,Letter,Low,High,3,3
12709,No,Points,Letter,High,Medium,1,5
12710,No,Points,Postcard,Medium,High,3,1
12711,No,Points,Letter,High,High,1,5
12712,No,Cash Back,Postcard,Medium,Medium,1,2
12713,No,Cash Back,Postcard,Low,Medium,1,3
12714,No,Points,Postcard,High,Low,1,4
12715,No,Points,Postcard,Low,High,1,6
12716,No,Cash Back,Postcard,Low,Low,2,3
12717,No,Points,Letter,Low,High,2,4
12718,No,Cash Back,Letter,Medium,High,1,3
12719,No,Cash Back,Postcard,Low,High,2,4
12720,No,Cash Back,Letter,Medium,Low,2,4
12721,No,Points,Postcard,Medium,Low,2,4
12722,No,Air Miles,Postcard,Low,High,1,5
12723,No,Points,Letter,Medium,Low,2,3
12724,No,Cash Back,Letter,Low,High,1,4
12725,No,Cash Back,Letter,Low,Medium,3,5
12726,No,Points,Postcard,Low,Low,3,5
12727,No,Points,Letter,Medium,Medium,1,2
12728,No,Points,Letter,Medium,High,2,4
12729,No,Air Miles,Postcard,Low,High,2,2
12730,No,Cash Back,Postcard,Medium,Medium,2,3
12731,No,Air Miles,Postcard,Medium,High,1,3
12732,No,Air Miles,Letter,High,Low,3,2
12733,No,Cash Back,Letter,Medium,Low,2,3
12734,No,Points,Letter,Medium,High,3,5
12735,No,Air Miles,Letter,Low,Medium,1,3
12736,No,Air Miles,Postcard,Low,Low,1,1
12737,No,Points,Letter,Low,Medium,2,4
12738,No,Air Miles,Letter,Medium,Medium,2,4
12739,No,Air Miles,Postcard,High,Medium,3,3
12740,No,Cash Back,Postcard,Medium,High,1,3
12741,No,Cash Back,Postcard,Medium,Low,2,5
12742,No,Cash Back,Postcard,High,High,1,5
12743,No,Air Miles,Letter,Medium,Medium,2,3
12744,No,Cash Back,Postcard,Medium,High,1,2
12745,No,Air Miles,Postcard,Medium,Low,3,4
12746,No,Cash Back,Letter,High,Low,2,5
12747,No,Air Miles,Postcard,Low,Medium,1,5
12748,No,Air Miles,Postcard,Low,Low,3,5
12749,No,Points,Letter,Low,High,2,3
12750,No,Cash Back,Letter,High,High,2,4
12751,No,Air Miles,Postcard,Low,Medium,3,4
12752,No,Points,Letter,Medium,Low,2,2
12753,No,Air Miles,Letter,Medium,Low,1,4
12754,No,Points,Letter,Low,Medium,2,5
12755,No,Points,Letter,Low,High,2,4
12756,No,Cash Back,Letter,Medium,Low,2,3
12757,No,Cash Back,Postcard,Medium,High,2,3
12758,No,Cash Back,Letter,High,Low,2,3
12759,No,Air Miles,Postcard,Low,High,3,2
12760,No,Air Miles,Letter,Medium,Low,2,4
12761,No,Air Miles,Letter,Medium,Medium,1,5
12762,No,Points,Postcard,High,Low,1,4
12763,No,Points,Letter,High,Low,2,2
12764,No,Air Miles,Postcard,High,High,1,3
12765,No,Cash Back,Postcard,Medium,High,1,1
12766,No,Cash Back,Letter,High,High,3,4
12767,No,Points,Postcard,High,High,3,4
12768,No,Cash Back,Postcard,Low,Low,3,5
12769,No,Cash Back,Postcard,Medium,High,2,2
12770,No,Air Miles,Postcard,Low,High,2,4
12771,No,Points,Letter,Medium,High,2,3
12772,No,Points,Postcard,Low,Medium,3,4
12773,No,Air Miles,Postcard,Medium,Low,2,4
12774,No,Points,Letter,High,Medium,2,2
12775,No,Cash Back,Postcard,High,Medium,1,2
12776,No,Cash Back,Postcard,High,Low,2,4
12777,No,Air Miles,Letter,Medium,Medium,1,2
12778,No,Points,Letter,High,Medium,1,5
12779,No,Air Miles,Letter,Medium,High,2,5
12780,No,Cash Back,Letter,Low,Medium,3,4
12781,No,Air Miles,Postcard,Low,High,2,3
12782,No,Air Miles,Postcard,Low,Low,2,4
12783,No,Air Miles,Postcard,Medium,Medium,2,3
12784,No,Air Miles,Postcard,Medium,High,1,2
12785,No,Cash Back,Letter,Medium,Medium,2,3
12786,No,Points,Letter,Low,Medium,2,2
12787,No,Points,Postcard,Medium,Low,1,4
12788,No,Air Miles,Letter,Medium,Low,1,4
12789,No,Points,Postcard,High,Low,2,2
12790,No,Cash Back,Postcard,Medium,Medium,2,4
12791,No,Points,Letter,Low,Low,3,4
12792,No,Cash Back,Postcard,Low,Medium,2,4
12793,No,Air Miles,Letter,Medium,Medium,3,5
12794,No,Points,Postcard,Low,High,3,1
12795,No,Air Miles,Letter,Medium,Medium,2,2
12796,No,Points,Postcard,Medium,High,3,2
12797,No,Cash Back,Postcard,Medium,Low,2,3
12798,No,Air Miles,Postcard,Low,High,3,1
12799,No,Air Miles,Postcard,Low,Medium,2,5
12800,No,Cash Back,Postcard,Low,High,1,5
12801,No,Points,Postcard,Low,Medium,1,5
12802,No,Air Miles,Postcard,Medium,Medium,2,3
12803,No,Points,Postcard,Low,Medium,2,3
12804,No,Cash Back,Letter,High,Medium,1,2
12805,No,Air Miles,Postcard,Medium,High,2,3
12806,No,Air Miles,Postcard,Low,Medium,1,1
12807,No,Points,Letter,Low,High,2,2
12808,No,Air Miles,Letter,Medium,Medium,3,2
12809,No,Points,Letter,Medium,High,2,4
12810,No,Air Miles,Letter,Medium,High,2,4
12811,No,Air Miles,Postcard,Medium,High,1,4
12812,No,Cash Back,Postcard,Low,Medium,3,3
12813,No,Cash Back,Letter,High,Low,1,4
12814,No,Air Miles,Postcard,Low,Low,2,5
12815,No,Cash Back,Letter,Medium,Low,2,4
12816,No,Points,Letter,Medium,Low,2,2
12817,No,Air Miles,Postcard,Medium,Low,2,2
12818,No,Points,Letter,Medium,Medium,1,5
12819,No,Air Miles,Letter,Medium,Low,1,4
12820,No,Air Miles,Postcard,Medium,High,2,6
12821,No,Points,Postcard,Medium,Medium,1,3
12822,No,Air Miles,Letter,Medium,High,1,3
12823,No,Air Miles,Letter,Medium,High,2,2
12824,No,Points,Letter,Medium,Low,2,4
12825,No,Points,Postcard,Medium,Medium,3,2
12826,No,Cash Back,Letter,High,Low,1,2
12827,No,Air Miles,Letter,Medium,High,2,2
12828,No,Cash Back,Letter,Medium,Low,2,6
12829,No,Cash Back,Letter,Medium,Medium,3,5
12830,No,Points,Postcard,High,Medium,2,2
12831,No,Air Miles,Letter,Medium,Low,2,3
12832,No,Points,Letter,Low,Low,1,3
12833,No,Cash Back,Letter,High,Low,2,4
12834,No,Cash Back,Postcard,Medium,Medium,1,3
12835,No,Cash Back,Letter,High,Low,3,6
12836,No,Air Miles,Postcard,Medium,Low,2,3
12837,No,Cash Back,Postcard,Medium,High,2,2
12838,No,Points,Letter,Medium,Medium,2,4
12839,No,Cash Back,Postcard,High,Low,2,4
12840,No,Cash Back,Letter,Medium,Low,2,2
12841,No,Air Miles,Postcard,Medium,High,3,2
12842,No,Cash Back,Postcard,Medium,Medium,2,2
12843,No,Air Miles,Postcard,Medium,Medium,2,4
12844,No,Cash Back,Postcard,Medium,High,2,4
12845,No,Points,Postcard,High,Low,2,4
12846,No,Air Miles,Postcard,Medium,Low,1,4
12847,No,Points,Postcard,Medium,High,3,3
12848,No,Cash Back,Letter,High,Low,1,5
12849,No,Points,Letter,High,Low,2,4
12850,No,Points,Letter,Medium,Low,2,2
12851,No,Cash Back,Letter,High,Medium,2,4
12852,No,Cash Back,Letter,High,Medium,2,3
12853,No,Points,Letter,Low,Medium,3,4
12854,No,Air Miles,Letter,High,Medium,1,3
12855,No,Cash Back,Postcard,Medium,Low,2,4
12856,No,Points,Postcard,Medium,Medium,2,4
12857,No,Air Miles,Postcard,High,Low,2,3
12858,No,Air Miles,Postcard,High,High,3,3
12859,No,Points,Postcard,Medium,High,1,4
12860,No,Cash Back,Postcard,Medium,High,1,2
12861,No,Air Miles,Postcard,Low,Medium,2,3
12862,No,Cash Back,Postcard,Medium,Low,1,3
12863,No,Air Miles,Letter,Medium,Medium,1,4
12864,No,Points,Postcard,High,Low,2,4
12865,No,Air Miles,Postcard,Medium,High,1,4
12866,No,Cash Back,Letter,Medium,Medium,1,4
12867,No,Air Miles,Letter,Low,High,2,4
12868,No,Cash Back,Postcard,Medium,Medium,2,4
12869,No,Air Miles,Postcard,High,High,2,4
12870,No,Points,Postcard,Medium,High,1,5
12871,No,Air Miles,Postcard,High,Low,2,3
12872,No,Cash Back,Letter,High,Medium,2,3
12873,No,Cash Back,Postcard,Medium,Medium,1,3
12874,No,Points,Letter,Low,Medium,3,4
12875,No,Air Miles,Letter,Medium,High,3,3
12876,No,Points,Postcard,Medium,Medium,2,3
12877,No,Points,Postcard,Low,Low,2,5
12878,No,Air Miles,Postcard,Medium,High,2,3
12879,No,Points,Postcard,Medium,Medium,2,3
12880,No,Air Miles,Postcard,High,Low,2,4
12881,No,Air Miles,Letter,High,Low,3,4
12882,No,Cash Back,Letter,Low,Medium,2,1
12883,No,Points,Postcard,High,High,1,4
12884,No,Cash Back,Postcard,High,High,2,4
12885,No,Cash Back,Postcard,Low,High,1,2
12886,No,Points,Letter,High,Medium,3,3
12887,No,Air Miles,Letter,High,Low,2,3
12888,No,Points,Postcard,Medium,Medium,1,3
12889,No,Points,Letter,Medium,Low,1,4
12890,No,Air Miles,Letter,Low,Low,1,3
12891,No,Cash Back,Postcard,High,Low,2,4
12892,No,Cash Back,Letter,High,Medium,3,4
12893,No,Air Miles,Letter,High,Low,2,2
12894,No,Air Miles,Postcard,Low,Low,2,3
12895,No,Cash Back,Postcard,Medium,High,2,1
12896,No,Points,Postcard,High,Medium,3,2
12897,No,Cash Back,Postcard,Medium,Low,1,5
12898,No,Cash Back,Letter,Medium,Low,1,3
12899,No,Points,Postcard,Low,Low,2,3
12900,No,Air Miles,Postcard,Medium,Medium,1,6
12901,No,Air Miles,Letter,Low,High,3,4
12902,No,Air Miles,Postcard,High,Low,2,4
12903,No,Cash Back,Letter,Low,High,1,3
12904,No,Cash Back,Postcard,High,High,1,3
12905,No,Points,Letter,High,High,2,4
12906,No,Points,Letter,Low,High,2,4
12907,No,Cash Back,Postcard,Medium,High,2,4
12908,No,Air Miles,Postcard,Medium,Medium,2,2
12909,No,Air Miles,Letter,Medium,Medium,1,4
12910,No,Points,Postcard,Low,Low,2,4
12911,No,Air Miles,Postcard,Low,High,3,2
12912,No,Cash Back,Postcard,Low,High,2,3
12913,No,Points,Letter,Low,Medium,1,4
12914,No,Points,Letter,Medium,Low,2,5
12915,No,Cash Back,Postcard,Low,High,2,4
12916,No,Points,Letter,High,Medium,1,3
12917,No,Points,Postcard,Low,High,2,4
12918,No,Points,Letter,Medium,Medium,2,3
12919,No,Cash Back,Postcard,High,High,2,4
12920,No,Air Miles,Postcard,Medium,High,1,5
12921,No,Cash Back,Postcard,Medium,High,3,3
12922,No,Air Miles,Letter,Medium,Low,1,1
12923,No,Cash Back,Letter,Low,Low,2,2
12924,No,Cash Back,Postcard,Medium,Low,2,3
12925,No,Air Miles,Letter,Medium,High,2,3
12926,No,Cash Back,Postcard,High,High,2,3
12927,No,Cash Back,Postcard,Low,High,2,4
12928,No,Air Miles,Letter,Medium,High,1,2
12929,No,Air Miles,Postcard,High,High,1,3
12930,No,Air Miles,Letter,Medium,Low,2,5
12931,No,Air Miles,Letter,Low,High,2,4
12932,No,Air Miles,Postcard,Low,Low,2,2
12933,No,Points,Letter,Medium,Low,3,2
12934,No,Cash Back,Postcard,Medium,High,1,4
12935,No,Cash Back,Letter,Low,Medium,1,4
12936,No,Points,Letter,Low,Medium,2,2
12937,No,Cash Back,Letter,Low,Low,3,3
12938,No,Cash Back,Letter,High,Low,3,3
12939,No,Points,Letter,Medium,Medium,1,2
12940,No,Air Miles,Postcard,Medium,Medium,1,3
12941,No,Cash Back,Letter,Low,Medium,1,3
12942,No,Cash Back,Postcard,Low,Medium,2,2
12943,No,Air Miles,Letter,High,High,2,3
12944,No,Air Miles,Postcard,Medium,Medium,1,5
12945,No,Air Miles,Letter,High,Low,2,1
12946,No,Points,Letter,Low,Low,2,3
12947,No,Air Miles,Letter,Medium,High,2,5
12948,No,Points,Postcard,Low,Medium,1,3
12949,No,Air Miles,Postcard,Medium,High,1,5
12950,No,Air Miles,Letter,Medium,Medium,3,2
12951,No,Cash Back,Postcard,High,High,3,4
12952,No,Points,Postcard,High,Medium,1,2
12953,No,Air Miles,Postcard,High,High,2,3
12954,No,Points,Letter,Low,Low,3,4
12955,No,Air Miles,Postcard,Medium,High,2,3
12956,No,Air Miles,Letter,Low,Medium,3,3
12957,No,Cash Back,Postcard,Low,Medium,2,4
12958,No,Cash Back,Postcard,Medium,High,2,4
12959,No,Points,Letter,Medium,Medium,2,1
12960,No,Cash Back,Postcard,Medium,High,2,4
12961,No,Air Miles,Postcard,High,Low,1,6
12962,No,Points,Letter,Medium,Low,3,5
12963,No,Points,Postcard,Medium,High,1,2
12964,No,Air Miles,Postcard,Low,Low,2,3
12965,No,Cash Back,Postcard,High,Medium,1,5
12966,No,Points,Postcard,Low,Medium,2,4
12967,No,Air Miles,Postcard,High,Medium,2,3
12968,No,Points,Postcard,Medium,High,1,5
12969,No,Cash Back,Letter,Low,Medium,2,4
12970,No,Cash Back,Postcard,Low,Medium,1,4
12971,No,Air Miles,Letter,High,Medium,2,2
12972,No,Air Miles,Postcard,Medium,Medium,1,2
12973,No,Air Miles,Postcard,Medium,Low,1,4
12974,No,Points,Letter,High,Low,2,4
12975,No,Points,Postcard,High,Medium,2,3
12976,No,Points,Letter,High,Medium,3,5
12977,No,Air Miles,Postcard,Low,High,1,5
12978,No,Points,Postcard,Medium,Medium,3,4
12979,No,Points,Postcard,Medium,Medium,1,4
12980,No,Cash Back,Letter,Medium,High,2,3
12981,No,Cash Back,Letter,Medium,Low,3,4
12982,No,Points,Letter,Low,Medium,1,2
12983,No,Air Miles,Postcard,Medium,High,2,2
12984,No,Cash Back,Postcard,Medium,Low,2,3
12985,No,Points,Postcard,High,Medium,3,2
12986,No,Cash Back,Postcard,Low,High,2,5
12987,No,Cash Back,Letter,High,Low,1,4
